Timestamp = 2017-04-09 15:18:52.657 : Katta gifted Luxury gift to Riddhima
Timestamp = 2017-04-09 15:18:52.658 : Katta gifted Utility gift to Riddhima
Timestamp = 2017-04-09 15:18:52.658 : Katta gifted Utility gift to Riddhima
Timestamp = 2017-04-09 15:18:52.658 : Katta gifted Essential gift to Riddhima
Timestamp = 2017-04-09 15:18:52.658 : Katta gifted Luxury gift to Riddhima
Timestamp = 2017-04-09 15:18:52.658 : Katta gifted Essential gift to Riddhima
Timestamp = 2017-04-09 15:18:52.658 : Katta gifted Luxury gift to Riddhima
Timestamp = 2017-04-09 15:18:52.658 : Katta gifted Luxury gift to Riddhima
Timestamp = 2017-04-09 15:18:52.658 : Katta gifted Luxury gift to Riddhima
Timestamp = 2017-04-09 15:18:52.658 : Katta gifted Essential gift to Riddhima
Timestamp = 2017-04-09 15:18:52.658 : Katta gifted Luxury gift to Riddhima
Timestamp = 2017-04-09 15:18:52.658 : Katta gifted Essential gift to Riddhima
Timestamp = 2017-04-09 15:18:52.658 : Katta gifted Essential gift to Riddhima
Timestamp = 2017-04-09 15:18:52.658 : Katta gifted Utility gift to Riddhima
Timestamp = 2017-04-09 15:18:52.658 : Katta gifted Essential gift to Riddhima
Timestamp = 2017-04-09 15:18:52.658 : Katta gifted Luxury gift to Riddhima
Timestamp = 2017-04-09 15:18:52.658 : Katta gifted Luxury gift to Riddhima
Timestamp = 2017-04-09 15:18:52.658 : Katta gifted Essential gift to Riddhima
Timestamp = 2017-04-09 15:18:52.658 : Katta gifted Utility gift to Riddhima
Timestamp = 2017-04-09 15:18:52.658 : Katta gifted Luxury gift to Riddhima
Timestamp = 2017-04-09 15:18:52.658 : Anurag gifted Luxury gift to Vaishnavi
Timestamp = 2017-04-09 15:18:52.658 : Anurag gifted Utility gift to Vaishnavi
Timestamp = 2017-04-09 15:18:52.658 : Anurag gifted Utility gift to Vaishnavi
Timestamp = 2017-04-09 15:18:52.658 : Anurag gifted Essential gift to Vaishnavi
Timestamp = 2017-04-09 15:18:52.658 : Anurag gifted Luxury gift to Vaishnavi
Timestamp = 2017-04-09 15:18:52.659 : Anurag gifted Essential gift to Vaishnavi
Timestamp = 2017-04-09 15:18:52.659 : Anurag gifted Luxury gift to Vaishnavi
Timestamp = 2017-04-09 15:18:52.659 : Anurag gifted Luxury gift to Vaishnavi
Timestamp = 2017-04-09 15:18:52.659 : Anurag gifted Luxury gift to Vaishnavi
Timestamp = 2017-04-09 15:18:52.659 : Anurag gifted Essential gift to Vaishnavi
Timestamp = 2017-04-09 15:18:52.659 : Vidya gifted Luxury gift to Ritika
Timestamp = 2017-04-09 15:18:52.659 : Vidya gifted Utility gift to Ritika
Timestamp = 2017-04-09 15:18:52.659 : Vidya gifted Utility gift to Ritika
Timestamp = 2017-04-09 15:18:52.659 : Vidya gifted Essential gift to Ritika
Timestamp = 2017-04-09 15:18:52.659 : Vidya gifted Luxury gift to Ritika
Timestamp = 2017-04-09 15:18:52.659 : Vidya gifted Essential gift to Ritika
Timestamp = 2017-04-09 15:18:52.659 : Vidya gifted Luxury gift to Ritika
Timestamp = 2017-04-09 15:18:52.659 : Vidya gifted Luxury gift to Ritika
Timestamp = 2017-04-09 15:18:52.659 : Vidya gifted Luxury gift to Ritika
Timestamp = 2017-04-09 15:18:52.659 : Vidya gifted Essential gift to Ritika
Timestamp = 2017-04-09 15:18:52.659 : Vidya gifted Luxury gift to Ritika
Timestamp = 2017-04-09 15:18:52.659 : Vidya gifted Essential gift to Ritika
Timestamp = 2017-04-09 15:18:52.659 : Vidya gifted Essential gift to Ritika
Timestamp = 2017-04-09 15:18:52.659 : Vidya gifted Utility gift to Ritika
Timestamp = 2017-04-09 15:18:52.659 : Vidya gifted Essential gift to Ritika
Timestamp = 2017-04-09 15:18:52.659 : Vidya gifted Luxury gift to Ritika
Timestamp = 2017-04-09 15:18:52.659 : Vidya gifted Luxury gift to Ritika
Timestamp = 2017-04-09 15:18:52.659 : Vidya gifted Essential gift to Ritika
Timestamp = 2017-04-09 15:18:52.659 : Vidya gifted Utility gift to Ritika
Timestamp = 2017-04-09 15:18:52.659 : Vidya gifted Luxury gift to Ritika
Timestamp = 2017-04-09 15:18:52.659 : Vidya gifted Utility gift to Ritika
Timestamp = 2017-04-09 15:18:52.659 : Vidya gifted Utility gift to Ritika
Timestamp = 2017-04-09 15:18:52.659 : Vidya gifted Luxury gift to Ritika
luxury gift given budget allowed
